Sliding Window Attention is enabled but not implemented for `sdpa`; unexpected results may be encountered.
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:03<00:03,  3.94s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:06<00:00,  3.04s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:06<00:00,  3.18s/it]
Loaded model with trainable LoRA parameters:
[  84/600]  edit_acc=0.750  gen_acc=0.762  loc_acc=0.940  loss=17.1875
[  86/600]  edit_acc=0.756  gen_acc=0.756  loc_acc=0.919  loss=10.4742
[  88/600]  edit_acc=0.750  gen_acc=0.761  loc_acc=0.909  loss=11.0992
[  90/600]  edit_acc=0.756  gen_acc=0.767  loc_acc=0.911  loss=15.5480
[  92/600]  edit_acc=0.761  gen_acc=0.772  loc_acc=0.913  loss=13.9376
[  94/600]  edit_acc=0.766  gen_acc=0.766  loc_acc=0.915  loss=10.4776
[  96/600]  edit_acc=0.771  gen_acc=0.771  loc_acc=0.917  loss=15.8542
[  98/600]  edit_acc=0.776  gen_acc=0.776  loc_acc=0.918  loss=14.9080
[ 100/600]  edit_acc=0.770  gen_acc=0.760  loc_acc=0.920  loss=11.1332
[ 102/600]  edit_acc=0.775  gen_acc=0.765  loc_acc=0.912  loss=11.0355
[ 104/600]  edit_acc=0.779  gen_acc=0.760  loc_acc=0.913  loss=15.4533
[ 106/600]  edit_acc=0.783  gen_acc=0.755  loc_acc=0.915  loss=10.0123
[ 108/600]  edit_acc=0.787  gen_acc=0.759  loc_acc=0.907  loss=10.9956
[ 110/600]  edit_acc=0.773  gen_acc=0.755  loc_acc=0.909  loss=10.8056
[ 112/600]  edit_acc=0.768  gen_acc=0.759  loc_acc=0.911  loss=11.2497
[ 114/600]  edit_acc=0.763  gen_acc=0.763  loc_acc=0.912  loss=14.5841
[ 116/600]  edit_acc=0.767  gen_acc=0.767  loc_acc=0.914  loss=13.4716
[ 118/600]  edit_acc=0.754  gen_acc=0.763  loc_acc=0.915  loss=11.4850
[ 120/600]  edit_acc=0.750  gen_acc=0.767  loc_acc=0.917  loss=10.8476
[ 122/600]  edit_acc=0.738  gen_acc=0.770  loc_acc=0.918  loss=15.4296
[ 124/600]  edit_acc=0.742  gen_acc=0.766  loc_acc=0.919  loss=14.4046
[ 126/600]  edit_acc=0.738  gen_acc=0.762  loc_acc=0.921  loss=11.0629
[ 128/600]  edit_acc=0.734  gen_acc=0.766  loc_acc=0.922  loss=11.2181
[ 130/600]  edit_acc=0.723  gen_acc=0.769  loc_acc=0.923  loss=14.9113
[ 132/600]  edit_acc=0.727  gen_acc=0.765  loc_acc=0.924  loss=15.4117
[ 134/600]  edit_acc=0.731  gen_acc=0.769  loc_acc=0.918  loss=11.0457
[ 136/600]  edit_acc=0.735  gen_acc=0.772  loc_acc=0.912  loss=15.5464
[ 138/600]  edit_acc=0.739  gen_acc=0.768  loc_acc=0.913  loss=14.0334
[ 140/600]  edit_acc=0.729  gen_acc=0.764  loc_acc=0.914  loss=12.8547
[ 142/600]  edit_acc=0.732  gen_acc=0.761  loc_acc=0.915  loss=11.1644
[ 144/600]  edit_acc=0.736  gen_acc=0.764  loc_acc=0.917  loss=14.5376
[ 146/600]  edit_acc=0.733  gen_acc=0.753  loc_acc=0.918  loss=11.1398
[ 148/600]  edit_acc=0.730  gen_acc=0.757  loc_acc=0.919  loss=11.1583
[ 150/600]  edit_acc=0.733  gen_acc=0.760  loc_acc=0.920  loss=10.4371
[ 152/600]  edit_acc=0.730  gen_acc=0.757  loc_acc=0.921  loss=11.4128
[ 154/600]  edit_acc=0.727  gen_acc=0.747  loc_acc=0.922  loss=11.4264
[ 156/600]  edit_acc=0.724  gen_acc=0.750  loc_acc=0.923  loss=15.5435
[ 158/600]  edit_acc=0.722  gen_acc=0.747  loc_acc=0.918  loss=14.5158
[ 160/600]  edit_acc=0.725  gen_acc=0.750  loc_acc=0.919  loss=10.3038
[ 162/600]  edit_acc=0.722  gen_acc=0.747  loc_acc=0.920  loss=11.2922
[ 164/600]  edit_acc=0.726  gen_acc=0.750  loc_acc=0.921  loss=11.3066
[ 166/600]  edit_acc=0.729  gen_acc=0.753  loc_acc=0.922  loss=15.1591
[ 168/600]  edit_acc=0.726  gen_acc=0.750  loc_acc=0.923  loss=14.1092
[ 170/600]  edit_acc=0.729  gen_acc=0.747  loc_acc=0.918  loss=11.0357
[ 172/600]  edit_acc=0.733  gen_acc=0.750  loc_acc=0.919  loss=15.0502
[ 174/600]  edit_acc=0.730  gen_acc=0.753  loc_acc=0.920  loss=11.3369
[ 176/600]  edit_acc=0.733  gen_acc=0.756  loc_acc=0.915  loss=11.1579
[ 178/600]  edit_acc=0.736  gen_acc=0.753  loc_acc=0.916  loss=10.4142
[ 180/600]  edit_acc=0.733  gen_acc=0.744  loc_acc=0.917  loss=10.7581
[ 182/600]  edit_acc=0.731  gen_acc=0.747  loc_acc=0.918  loss=15.7836
[ 184/600]  edit_acc=0.734  gen_acc=0.739  loc_acc=0.918  loss=10.7236
[ 186/600]  edit_acc=0.731  gen_acc=0.737  loc_acc=0.919  loss=11.2379
[ 188/600]  edit_acc=0.734  gen_acc=0.739  loc_acc=0.920  loss=15.4422
[ 190/600]  edit_acc=0.737  gen_acc=0.732  loc_acc=0.921  loss=16.0009
[ 192/600]  edit_acc=0.734  gen_acc=0.729  loc_acc=0.922  loss=14.6238
[ 194/600]  edit_acc=0.732  gen_acc=0.732  loc_acc=0.923  loss=10.0743
[ 196/600]  edit_acc=0.730  gen_acc=0.735  loc_acc=0.923  loss=10.9236
[ 198/600]  edit_acc=0.727  gen_acc=0.737  loc_acc=0.924  loss=10.8558
[ 200/600]  edit_acc=0.725  gen_acc=0.735  loc_acc=0.925  loss=10.9266
[ 202/600]  edit_acc=0.723  gen_acc=0.733  loc_acc=0.921  loss=11.3274
[ 204/600]  edit_acc=0.725  gen_acc=0.735  loc_acc=0.922  loss=15.2417
[ 206/600]  edit_acc=0.728  gen_acc=0.738  loc_acc=0.922  loss=10.6201
[ 208/600]  edit_acc=0.731  gen_acc=0.740  loc_acc=0.923  loss=10.9591
[ 210/600]  edit_acc=0.729  gen_acc=0.743  loc_acc=0.924  loss=10.7144
[ 212/600]  edit_acc=0.731  gen_acc=0.745  loc_acc=0.920  loss=15.3803
[ 214/600]  edit_acc=0.729  gen_acc=0.738  loc_acc=0.921  loss=10.7997
[ 216/600]  edit_acc=0.731  gen_acc=0.741  loc_acc=0.921  loss=14.6780
[ 218/600]  edit_acc=0.734  gen_acc=0.734  loc_acc=0.917  loss=14.7870
[ 220/600]  edit_acc=0.727  gen_acc=0.736  loc_acc=0.918  loss=13.9760
[ 222/600]  edit_acc=0.721  gen_acc=0.734  loc_acc=0.919  loss=11.1994
[ 224/600]  edit_acc=0.719  gen_acc=0.732  loc_acc=0.920  loss=14.8218
[ 226/600]  edit_acc=0.717  gen_acc=0.730  loc_acc=0.920  loss=10.8160
[ 228/600]  edit_acc=0.715  gen_acc=0.724  loc_acc=0.921  loss=14.4028
[ 230/600]  edit_acc=0.717  gen_acc=0.722  loc_acc=0.922  loss=11.1376
[ 232/600]  edit_acc=0.716  gen_acc=0.724  loc_acc=0.922  loss=11.2107
[ 234/600]  edit_acc=0.714  gen_acc=0.726  loc_acc=0.923  loss=11.2398
[ 236/600]  edit_acc=0.712  gen_acc=0.729  loc_acc=0.924  loss=10.7666
[ 238/600]  edit_acc=0.714  gen_acc=0.727  loc_acc=0.924  loss=15.6416
[ 240/600]  edit_acc=0.713  gen_acc=0.729  loc_acc=0.925  loss=16.4443
[ 242/600]  edit_acc=0.715  gen_acc=0.731  loc_acc=0.926  loss=15.5859
[ 244/600]  edit_acc=0.717  gen_acc=0.734  loc_acc=0.926  loss=8.9983
[ 246/600]  edit_acc=0.715  gen_acc=0.732  loc_acc=0.927  loss=15.5017
[ 248/600]  edit_acc=0.714  gen_acc=0.730  loc_acc=0.927  loss=10.7431
[ 250/600]  edit_acc=0.716  gen_acc=0.728  loc_acc=0.928  loss=15.1514
[ 252/600]  edit_acc=0.714  gen_acc=0.726  loc_acc=0.929  loss=10.8073
[ 254/600]  edit_acc=0.717  gen_acc=0.728  loc_acc=0.929  loss=15.5178
[ 256/600]  edit_acc=0.719  gen_acc=0.730  loc_acc=0.930  loss=13.1464
[ 258/600]  edit_acc=0.717  gen_acc=0.729  loc_acc=0.930  loss=10.8050
[ 260/600]  edit_acc=0.715  gen_acc=0.731  loc_acc=0.931  loss=15.2618
[ 262/600]  edit_acc=0.718  gen_acc=0.733  loc_acc=0.931  loss=14.6114
[ 264/600]  edit_acc=0.712  gen_acc=0.735  loc_acc=0.932  loss=10.7948
[ 266/600]  edit_acc=0.711  gen_acc=0.737  loc_acc=0.932  loss=10.7140
[ 268/600]  edit_acc=0.709  gen_acc=0.731  loc_acc=0.933  loss=15.4043
[ 270/600]  edit_acc=0.711  gen_acc=0.733  loc_acc=0.933  loss=15.4593
[ 272/600]  edit_acc=0.713  gen_acc=0.732  loc_acc=0.934  loss=10.9199
[ 274/600]  edit_acc=0.715  gen_acc=0.730  loc_acc=0.934  loss=11.1604
[ 276/600]  edit_acc=0.714  gen_acc=0.728  loc_acc=0.935  loss=8.9557
[ 278/600]  edit_acc=0.716  gen_acc=0.727  loc_acc=0.935  loss=11.0628
[ 280/600]  edit_acc=0.718  gen_acc=0.729  loc_acc=0.932  loss=13.8040
[ 282/600]  edit_acc=0.716  gen_acc=0.727  loc_acc=0.933  loss=10.1510
[ 284/600]  edit_acc=0.715  gen_acc=0.725  loc_acc=0.933  loss=11.0912
[ 286/600]  edit_acc=0.717  gen_acc=0.724  loc_acc=0.934  loss=15.3497
[ 288/600]  edit_acc=0.719  gen_acc=0.722  loc_acc=0.934  loss=11.2656
[ 290/600]  edit_acc=0.721  gen_acc=0.724  loc_acc=0.934  loss=15.3440
[ 292/600]  edit_acc=0.719  gen_acc=0.723  loc_acc=0.935  loss=14.5367
[ 294/600]  edit_acc=0.721  gen_acc=0.721  loc_acc=0.935  loss=10.7186
[ 296/600]  edit_acc=0.720  gen_acc=0.716  loc_acc=0.936  loss=10.6094
[ 298/600]  edit_acc=0.718  gen_acc=0.711  loc_acc=0.936  loss=10.5610
[ 300/600]  edit_acc=0.717  gen_acc=0.710  loc_acc=0.937  loss=16.2074
[ 302/600]  edit_acc=0.715  gen_acc=0.712  loc_acc=0.937  loss=14.7344
[ 304/600]  edit_acc=0.714  gen_acc=0.714  loc_acc=0.938  loss=12.7725
[ 306/600]  edit_acc=0.709  gen_acc=0.712  loc_acc=0.938  loss=10.6923
[ 308/600]  edit_acc=0.711  gen_acc=0.711  loc_acc=0.938  loss=15.9247
[ 310/600]  edit_acc=0.713  gen_acc=0.710  loc_acc=0.939  loss=15.4538
[ 312/600]  edit_acc=0.708  gen_acc=0.712  loc_acc=0.939  loss=15.4213
[ 314/600]  edit_acc=0.710  gen_acc=0.713  loc_acc=0.939  loss=15.4653
[ 316/600]  edit_acc=0.709  gen_acc=0.715  loc_acc=0.940  loss=11.3839
[ 318/600]  edit_acc=0.708  gen_acc=0.717  loc_acc=0.940  loss=15.6569
[ 320/600]  edit_acc=0.709  gen_acc=0.716  loc_acc=0.941  loss=10.8399
[ 322/600]  edit_acc=0.711  gen_acc=0.717  loc_acc=0.941  loss=10.9277
[ 324/600]  edit_acc=0.713  gen_acc=0.719  loc_acc=0.941  loss=15.3324
[ 326/600]  edit_acc=0.715  gen_acc=0.721  loc_acc=0.939  loss=9.9826
[ 328/600]  edit_acc=0.716  gen_acc=0.720  loc_acc=0.939  loss=16.3059
[ 330/600]  edit_acc=0.718  gen_acc=0.718  loc_acc=0.939  loss=11.1499
[ 332/600]  edit_acc=0.720  gen_acc=0.717  loc_acc=0.940  loss=15.8833
[ 334/600]  edit_acc=0.722  gen_acc=0.719  loc_acc=0.940  loss=12.4771
[ 336/600]  edit_acc=0.723  gen_acc=0.717  loc_acc=0.940  loss=15.6230
[ 338/600]  edit_acc=0.725  gen_acc=0.719  loc_acc=0.941  loss=11.0148
[ 340/600]  edit_acc=0.726  gen_acc=0.718  loc_acc=0.941  loss=10.9196
[ 342/600]  edit_acc=0.728  gen_acc=0.719  loc_acc=0.942  loss=14.3587
[ 344/600]  edit_acc=0.724  gen_acc=0.718  loc_acc=0.942  loss=15.2059
[ 346/600]  edit_acc=0.723  gen_acc=0.717  loc_acc=0.942  loss=15.2737
[ 348/600]  edit_acc=0.724  gen_acc=0.716  loc_acc=0.943  loss=11.2831
[ 350/600]  edit_acc=0.726  gen_acc=0.717  loc_acc=0.943  loss=10.7490
[ 352/600]  edit_acc=0.722  gen_acc=0.719  loc_acc=0.943  loss=10.7328
[ 354/600]  edit_acc=0.723  gen_acc=0.718  loc_acc=0.944  loss=14.5166
[ 356/600]  edit_acc=0.722  gen_acc=0.716  loc_acc=0.941  loss=14.5731
[ 358/600]  edit_acc=0.721  gen_acc=0.715  loc_acc=0.941  loss=10.9604
[ 360/600]  edit_acc=0.722  gen_acc=0.711  loc_acc=0.942  loss=10.9281
[ 362/600]  edit_acc=0.724  gen_acc=0.710  loc_acc=0.942  loss=15.3457
[ 364/600]  edit_acc=0.723  gen_acc=0.712  loc_acc=0.940  loss=15.6040
[ 366/600]  edit_acc=0.721  gen_acc=0.710  loc_acc=0.940  loss=10.8411
[ 368/600]  edit_acc=0.720  gen_acc=0.712  loc_acc=0.940  loss=15.2340
[ 370/600]  edit_acc=0.722  gen_acc=0.714  loc_acc=0.941  loss=11.1174
[ 372/600]  edit_acc=0.723  gen_acc=0.712  loc_acc=0.941  loss=11.5047
[ 374/600]  edit_acc=0.725  gen_acc=0.711  loc_acc=0.941  loss=10.9065
[ 376/600]  edit_acc=0.726  gen_acc=0.710  loc_acc=0.941  loss=14.3283
[ 378/600]  edit_acc=0.725  gen_acc=0.709  loc_acc=0.942  loss=14.7686
[ 380/600]  edit_acc=0.726  gen_acc=0.711  loc_acc=0.942  loss=14.9860
[ 382/600]  edit_acc=0.723  gen_acc=0.709  loc_acc=0.942  loss=10.9069
[ 384/600]  edit_acc=0.724  gen_acc=0.711  loc_acc=0.943  loss=14.8511
[ 386/600]  edit_acc=0.725  gen_acc=0.710  loc_acc=0.943  loss=15.1666
[ 388/600]  edit_acc=0.724  gen_acc=0.711  loc_acc=0.943  loss=14.4404
[ 390/600]  edit_acc=0.726  gen_acc=0.710  loc_acc=0.944  loss=15.6132
[ 392/600]  edit_acc=0.727  gen_acc=0.712  loc_acc=0.944  loss=11.1681
[ 394/600]  edit_acc=0.728  gen_acc=0.711  loc_acc=0.944  loss=14.4985
[ 396/600]  edit_acc=0.727  gen_acc=0.712  loc_acc=0.944  loss=11.2783
[ 398/600]  edit_acc=0.729  gen_acc=0.714  loc_acc=0.945  loss=15.0339
[ 400/600]  edit_acc=0.730  gen_acc=0.713  loc_acc=0.945  loss=11.1415
[ 402/600]  edit_acc=0.729  gen_acc=0.714  loc_acc=0.945  loss=11.4819
[ 404/600]  edit_acc=0.730  gen_acc=0.715  loc_acc=0.946  loss=11.3606
[ 406/600]  edit_acc=0.729  gen_acc=0.712  loc_acc=0.946  loss=10.6902
[ 408/600]  edit_acc=0.730  gen_acc=0.711  loc_acc=0.946  loss=10.1893
[ 410/600]  edit_acc=0.729  gen_acc=0.710  loc_acc=0.946  loss=11.4509
[ 412/600]  edit_acc=0.728  gen_acc=0.711  loc_acc=0.947  loss=11.1519
[ 414/600]  edit_acc=0.727  gen_acc=0.713  loc_acc=0.947  loss=13.9479
[ 416/600]  edit_acc=0.726  gen_acc=0.712  loc_acc=0.947  loss=13.9382
[ 418/600]  edit_acc=0.725  gen_acc=0.711  loc_acc=0.947  loss=10.7021
[ 420/600]  edit_acc=0.726  gen_acc=0.710  loc_acc=0.948  loss=11.0018
[ 422/600]  edit_acc=0.727  gen_acc=0.711  loc_acc=0.945  loss=10.3001
[ 424/600]  edit_acc=0.726  gen_acc=0.710  loc_acc=0.943  loss=11.1958
[ 426/600]  edit_acc=0.728  gen_acc=0.711  loc_acc=0.944  loss=14.9090
[ 428/600]  edit_acc=0.729  gen_acc=0.708  loc_acc=0.944  loss=14.9197
[ 430/600]  edit_acc=0.730  gen_acc=0.707  loc_acc=0.944  loss=11.1984
[ 432/600]  edit_acc=0.727  gen_acc=0.704  loc_acc=0.944  loss=10.1792
[ 434/600]  edit_acc=0.726  gen_acc=0.700  loc_acc=0.945  loss=10.8984
[ 436/600]  edit_acc=0.727  gen_acc=0.700  loc_acc=0.945  loss=14.6686
[ 438/600]  edit_acc=0.724  gen_acc=0.701  loc_acc=0.945  loss=10.8974
[ 440/600]  edit_acc=0.725  gen_acc=0.700  loc_acc=0.945  loss=10.7829
[ 442/600]  edit_acc=0.726  gen_acc=0.701  loc_acc=0.943  loss=15.6848
[ 444/600]  edit_acc=0.727  gen_acc=0.703  loc_acc=0.944  loss=14.5778
[ 446/600]  edit_acc=0.729  gen_acc=0.704  loc_acc=0.944  loss=14.2620
[ 448/600]  edit_acc=0.730  gen_acc=0.705  loc_acc=0.944  loss=10.7260
[ 450/600]  edit_acc=0.731  gen_acc=0.704  loc_acc=0.944  loss=10.6575
[ 452/600]  edit_acc=0.730  gen_acc=0.704  loc_acc=0.945  loss=10.9688
[ 454/600]  edit_acc=0.731  gen_acc=0.700  loc_acc=0.945  loss=15.7921
[ 456/600]  edit_acc=0.728  gen_acc=0.700  loc_acc=0.945  loss=15.2667
[ 458/600]  edit_acc=0.727  gen_acc=0.699  loc_acc=0.945  loss=15.0961
[ 460/600]  edit_acc=0.726  gen_acc=0.700  loc_acc=0.946  loss=13.8099
[ 462/600]  edit_acc=0.727  gen_acc=0.699  loc_acc=0.946  loss=11.1954
[ 464/600]  edit_acc=0.728  gen_acc=0.698  loc_acc=0.946  loss=10.6768
[ 466/600]  edit_acc=0.727  gen_acc=0.697  loc_acc=0.944  loss=10.3067
[ 468/600]  edit_acc=0.726  gen_acc=0.699  loc_acc=0.944  loss=10.9667
[ 470/600]  edit_acc=0.726  gen_acc=0.700  loc_acc=0.943  loss=15.7968
[ 472/600]  edit_acc=0.727  gen_acc=0.699  loc_acc=0.943  loss=15.9059
[ 474/600]  edit_acc=0.726  gen_acc=0.698  loc_acc=0.941  loss=16.3341
[ 476/600]  edit_acc=0.727  gen_acc=0.700  loc_acc=0.941  loss=14.1141
[ 478/600]  edit_acc=0.726  gen_acc=0.701  loc_acc=0.941  loss=11.1299
[ 480/600]  edit_acc=0.723  gen_acc=0.702  loc_acc=0.942  loss=15.2911
[ 482/600]  edit_acc=0.722  gen_acc=0.701  loc_acc=0.942  loss=11.2342
[ 484/600]  edit_acc=0.721  gen_acc=0.702  loc_acc=0.942  loss=13.7639
[ 486/600]  edit_acc=0.722  gen_acc=0.702  loc_acc=0.942  loss=11.1628
[ 488/600]  edit_acc=0.719  gen_acc=0.701  loc_acc=0.941  loss=16.0497
[ 490/600]  edit_acc=0.720  gen_acc=0.700  loc_acc=0.941  loss=16.6524
[ 492/600]  edit_acc=0.720  gen_acc=0.701  loc_acc=0.939  loss=14.2870
[ 494/600]  edit_acc=0.721  gen_acc=0.702  loc_acc=0.939  loss=14.2520
[ 496/600]  edit_acc=0.722  gen_acc=0.704  loc_acc=0.940  loss=14.5924
[ 498/600]  edit_acc=0.723  gen_acc=0.705  loc_acc=0.940  loss=14.9051
[ 500/600]  edit_acc=0.724  gen_acc=0.706  loc_acc=0.940  loss=11.0265
[ 502/600]  edit_acc=0.725  gen_acc=0.705  loc_acc=0.940  loss=11.0976
[ 504/600]  edit_acc=0.724  gen_acc=0.706  loc_acc=0.940  loss=10.4721
[ 506/600]  edit_acc=0.723  gen_acc=0.708  loc_acc=0.941  loss=11.0187
[ 508/600]  edit_acc=0.720  gen_acc=0.709  loc_acc=0.941  loss=15.0947
[ 510/600]  edit_acc=0.722  gen_acc=0.708  loc_acc=0.941  loss=15.3384
[ 512/600]  edit_acc=0.723  gen_acc=0.707  loc_acc=0.941  loss=15.7201
[ 514/600]  edit_acc=0.722  gen_acc=0.706  loc_acc=0.942  loss=11.4512
[ 516/600]  edit_acc=0.723  gen_acc=0.707  loc_acc=0.942  loss=10.9700
[ 518/600]  edit_acc=0.724  gen_acc=0.708  loc_acc=0.942  loss=15.7706
[ 520/600]  edit_acc=0.723  gen_acc=0.710  loc_acc=0.942  loss=14.2717
[ 522/600]  edit_acc=0.724  gen_acc=0.711  loc_acc=0.943  loss=11.2588
[ 524/600]  edit_acc=0.725  gen_acc=0.712  loc_acc=0.943  loss=10.8173
[ 526/600]  edit_acc=0.724  gen_acc=0.711  loc_acc=0.943  loss=15.6174
[ 528/600]  edit_acc=0.723  gen_acc=0.712  loc_acc=0.943  loss=15.6161
[ 530/600]  edit_acc=0.723  gen_acc=0.711  loc_acc=0.942  loss=11.1371
[ 532/600]  edit_acc=0.722  gen_acc=0.711  loc_acc=0.942  loss=11.3140
[ 534/600]  edit_acc=0.723  gen_acc=0.710  loc_acc=0.942  loss=14.3190
[ 536/600]  edit_acc=0.724  gen_acc=0.711  loc_acc=0.942  loss=15.0467
[ 538/600]  edit_acc=0.725  gen_acc=0.712  loc_acc=0.942  loss=11.0345
[ 540/600]  edit_acc=0.724  gen_acc=0.713  loc_acc=0.941  loss=10.6561
[ 542/600]  edit_acc=0.725  gen_acc=0.714  loc_acc=0.941  loss=14.7385
[ 544/600]  edit_acc=0.724  gen_acc=0.715  loc_acc=0.941  loss=14.7041
[ 546/600]  edit_acc=0.723  gen_acc=0.716  loc_acc=0.941  loss=14.8959
[ 548/600]  edit_acc=0.724  gen_acc=0.715  loc_acc=0.942  loss=14.2412
[ 550/600]  edit_acc=0.725  gen_acc=0.715  loc_acc=0.942  loss=15.6745
[ 552/600]  edit_acc=0.726  gen_acc=0.714  loc_acc=0.942  loss=11.3795
[ 554/600]  edit_acc=0.726  gen_acc=0.713  loc_acc=0.942  loss=11.0049
[ 556/600]  edit_acc=0.725  gen_acc=0.712  loc_acc=0.941  loss=10.7397
[ 558/600]  edit_acc=0.726  gen_acc=0.711  loc_acc=0.941  loss=14.0248
[ 560/600]  edit_acc=0.725  gen_acc=0.711  loc_acc=0.941  loss=10.7416
[ 562/600]  edit_acc=0.724  gen_acc=0.710  loc_acc=0.940  loss=10.0519
[ 564/600]  edit_acc=0.725  gen_acc=0.711  loc_acc=0.940  loss=14.5528
[ 566/600]  edit_acc=0.726  gen_acc=0.710  loc_acc=0.940  loss=15.4074
