Sliding Window Attention is enabled but not implemented for `sdpa`; unexpected results may be encountered.
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 23.37it/s]
Resumed from ckpts/reptile_ns_00045.pt, missing=0 unexpected=0
[ 162/600]  edit_acc=0.630  gen_acc=0.673  loc_acc=0.920  loss=11.3053
[ 164/600]  edit_acc=0.634  gen_acc=0.665  loc_acc=0.921  loss=11.1528
[ 166/600]  edit_acc=0.639  gen_acc=0.663  loc_acc=0.922  loss=17.5316
[ 168/600]  edit_acc=0.637  gen_acc=0.667  loc_acc=0.923  loss=17.1727
[ 170/600]  edit_acc=0.641  gen_acc=0.665  loc_acc=0.924  loss=12.8365
[ 172/600]  edit_acc=0.640  gen_acc=0.663  loc_acc=0.924  loss=18.3929
[ 174/600]  edit_acc=0.638  gen_acc=0.661  loc_acc=0.920  loss=11.0626
[ 176/600]  edit_acc=0.636  gen_acc=0.653  loc_acc=0.920  loss=12.0400
[ 178/600]  edit_acc=0.635  gen_acc=0.646  loc_acc=0.921  loss=12.0448
[ 180/600]  edit_acc=0.633  gen_acc=0.650  loc_acc=0.922  loss=12.1795
[ 182/600]  edit_acc=0.632  gen_acc=0.654  loc_acc=0.912  loss=16.6780
[ 184/600]  edit_acc=0.625  gen_acc=0.658  loc_acc=0.913  loss=11.3179
[ 186/600]  edit_acc=0.624  gen_acc=0.656  loc_acc=0.914  loss=12.3676
[ 188/600]  edit_acc=0.628  gen_acc=0.654  loc_acc=0.910  loss=17.3436
[ 190/600]  edit_acc=0.632  gen_acc=0.647  loc_acc=0.911  loss=17.4824
[ 192/600]  edit_acc=0.625  gen_acc=0.646  loc_acc=0.906  loss=15.6190
[ 194/600]  edit_acc=0.624  gen_acc=0.644  loc_acc=0.907  loss=11.1779
[ 196/600]  edit_acc=0.617  gen_acc=0.643  loc_acc=0.908  loss=11.5754
[ 198/600]  edit_acc=0.621  gen_acc=0.646  loc_acc=0.909  loss=11.8294
[ 200/600]  edit_acc=0.625  gen_acc=0.640  loc_acc=0.910  loss=11.0770
[ 202/600]  edit_acc=0.624  gen_acc=0.639  loc_acc=0.911  loss=12.8687
[ 204/600]  edit_acc=0.627  gen_acc=0.637  loc_acc=0.912  loss=16.2882
[ 206/600]  edit_acc=0.631  gen_acc=0.631  loc_acc=0.913  loss=11.0987
[ 208/600]  edit_acc=0.635  gen_acc=0.625  loc_acc=0.913  loss=12.1899
[ 210/600]  edit_acc=0.629  gen_acc=0.624  loc_acc=0.914  loss=11.8832
[ 212/600]  edit_acc=0.632  gen_acc=0.623  loc_acc=0.915  loss=18.3383
[ 214/600]  edit_acc=0.626  gen_acc=0.626  loc_acc=0.916  loss=11.3926
[ 216/600]  edit_acc=0.630  gen_acc=0.625  loc_acc=0.917  loss=17.0162
[ 218/600]  edit_acc=0.628  gen_acc=0.624  loc_acc=0.917  loss=17.1256
[ 220/600]  edit_acc=0.623  gen_acc=0.623  loc_acc=0.918  loss=19.1203
[ 222/600]  edit_acc=0.617  gen_acc=0.622  loc_acc=0.919  loss=11.3807
[ 224/600]  edit_acc=0.616  gen_acc=0.625  loc_acc=0.915  loss=17.2980
[ 226/600]  edit_acc=0.611  gen_acc=0.619  loc_acc=0.916  loss=10.7445
[ 228/600]  edit_acc=0.610  gen_acc=0.614  loc_acc=0.912  loss=16.4707
[ 230/600]  edit_acc=0.604  gen_acc=0.609  loc_acc=0.913  loss=11.3971
[ 232/600]  edit_acc=0.603  gen_acc=0.612  loc_acc=0.914  loss=11.9079
[ 234/600]  edit_acc=0.607  gen_acc=0.611  loc_acc=0.915  loss=11.8132
[ 236/600]  edit_acc=0.606  gen_acc=0.614  loc_acc=0.915  loss=11.7971
[ 238/600]  edit_acc=0.605  gen_acc=0.613  loc_acc=0.916  loss=16.7265
[ 240/600]  edit_acc=0.608  gen_acc=0.613  loc_acc=0.917  loss=20.4978
[ 242/600]  edit_acc=0.612  gen_acc=0.612  loc_acc=0.913  loss=16.1378
[ 244/600]  edit_acc=0.615  gen_acc=0.611  loc_acc=0.914  loss=10.0402
[ 246/600]  edit_acc=0.614  gen_acc=0.610  loc_acc=0.915  loss=18.1399
[ 248/600]  edit_acc=0.613  gen_acc=0.613  loc_acc=0.915  loss=12.6817
[ 250/600]  edit_acc=0.616  gen_acc=0.616  loc_acc=0.916  loss=16.3503
[ 252/600]  edit_acc=0.611  gen_acc=0.615  loc_acc=0.917  loss=11.3912
[ 254/600]  edit_acc=0.614  gen_acc=0.618  loc_acc=0.917  loss=17.6124
[ 256/600]  edit_acc=0.613  gen_acc=0.621  loc_acc=0.918  loss=15.4596
[ 258/600]  edit_acc=0.612  gen_acc=0.620  loc_acc=0.919  loss=12.1545
[ 260/600]  edit_acc=0.612  gen_acc=0.623  loc_acc=0.915  loss=17.7832
[ 262/600]  edit_acc=0.615  gen_acc=0.622  loc_acc=0.916  loss=16.4313
[ 264/600]  edit_acc=0.610  gen_acc=0.621  loc_acc=0.917  loss=10.7619
[ 266/600]  edit_acc=0.605  gen_acc=0.617  loc_acc=0.917  loss=11.7768
[ 268/600]  edit_acc=0.608  gen_acc=0.619  loc_acc=0.918  loss=17.0326
[ 270/600]  edit_acc=0.611  gen_acc=0.615  loc_acc=0.915  loss=18.4032
[ 272/600]  edit_acc=0.610  gen_acc=0.614  loc_acc=0.915  loss=12.4327
[ 274/600]  edit_acc=0.609  gen_acc=0.613  loc_acc=0.916  loss=10.5514
[ 276/600]  edit_acc=0.609  gen_acc=0.612  loc_acc=0.917  loss=11.6597
[ 278/600]  edit_acc=0.608  gen_acc=0.615  loc_acc=0.917  loss=12.8983
[ 280/600]  edit_acc=0.611  gen_acc=0.618  loc_acc=0.918  loss=17.6994
[ 282/600]  edit_acc=0.610  gen_acc=0.621  loc_acc=0.918  loss=12.1243
[ 284/600]  edit_acc=0.606  gen_acc=0.623  loc_acc=0.919  loss=11.2568
[ 286/600]  edit_acc=0.605  gen_acc=0.622  loc_acc=0.920  loss=19.0711
[ 288/600]  edit_acc=0.608  gen_acc=0.625  loc_acc=0.920  loss=11.3313
[ 290/600]  edit_acc=0.607  gen_acc=0.624  loc_acc=0.917  loss=17.1728
[ 292/600]  edit_acc=0.603  gen_acc=0.623  loc_acc=0.918  loss=16.4396
[ 294/600]  edit_acc=0.602  gen_acc=0.626  loc_acc=0.918  loss=12.7149
[ 296/600]  edit_acc=0.601  gen_acc=0.622  loc_acc=0.919  loss=11.8047
[ 298/600]  edit_acc=0.601  gen_acc=0.624  loc_acc=0.919  loss=11.5604
[ 300/600]  edit_acc=0.603  gen_acc=0.627  loc_acc=0.920  loss=17.5829
[ 302/600]  edit_acc=0.603  gen_acc=0.626  loc_acc=0.921  loss=15.8518
[ 304/600]  edit_acc=0.605  gen_acc=0.625  loc_acc=0.921  loss=15.8555
[ 306/600]  edit_acc=0.605  gen_acc=0.624  loc_acc=0.922  loss=11.7061
[ 308/600]  edit_acc=0.607  gen_acc=0.627  loc_acc=0.922  loss=18.0945
[ 310/600]  edit_acc=0.606  gen_acc=0.626  loc_acc=0.923  loss=17.8662
[ 312/600]  edit_acc=0.606  gen_acc=0.628  loc_acc=0.923  loss=16.7890
[ 314/600]  edit_acc=0.608  gen_acc=0.627  loc_acc=0.924  loss=16.2776
[ 316/600]  edit_acc=0.604  gen_acc=0.627  loc_acc=0.921  loss=11.0526
[ 318/600]  edit_acc=0.607  gen_acc=0.629  loc_acc=0.918  loss=16.6250
[ 320/600]  edit_acc=0.606  gen_acc=0.628  loc_acc=0.919  loss=11.4209
[ 322/600]  edit_acc=0.609  gen_acc=0.627  loc_acc=0.919  loss=11.8234
[ 324/600]  edit_acc=0.608  gen_acc=0.627  loc_acc=0.920  loss=16.3546
[ 326/600]  edit_acc=0.607  gen_acc=0.626  loc_acc=0.920  loss=11.9388
[ 328/600]  edit_acc=0.610  gen_acc=0.628  loc_acc=0.921  loss=18.2149
[ 330/600]  edit_acc=0.612  gen_acc=0.630  loc_acc=0.921  loss=11.3703
[ 332/600]  edit_acc=0.614  gen_acc=0.630  loc_acc=0.922  loss=16.6001
[ 334/600]  edit_acc=0.617  gen_acc=0.629  loc_acc=0.922  loss=16.2057
[ 336/600]  edit_acc=0.616  gen_acc=0.628  loc_acc=0.920  loss=16.2040
[ 338/600]  edit_acc=0.618  gen_acc=0.627  loc_acc=0.920  loss=11.3316
[ 340/600]  edit_acc=0.618  gen_acc=0.629  loc_acc=0.918  loss=11.0845
[ 342/600]  edit_acc=0.617  gen_acc=0.629  loc_acc=0.915  loss=16.7056
[ 344/600]  edit_acc=0.616  gen_acc=0.628  loc_acc=0.916  loss=16.9479
[ 346/600]  edit_acc=0.616  gen_acc=0.627  loc_acc=0.913  loss=15.5810
[ 348/600]  edit_acc=0.612  gen_acc=0.629  loc_acc=0.914  loss=11.4528
[ 350/600]  edit_acc=0.614  gen_acc=0.629  loc_acc=0.914  loss=11.3052
[ 352/600]  edit_acc=0.614  gen_acc=0.628  loc_acc=0.915  loss=11.2790
[ 354/600]  edit_acc=0.613  gen_acc=0.630  loc_acc=0.915  loss=16.8422
[ 356/600]  edit_acc=0.612  gen_acc=0.626  loc_acc=0.916  loss=16.9205
[ 358/600]  edit_acc=0.612  gen_acc=0.628  loc_acc=0.913  loss=12.2722
[ 360/600]  edit_acc=0.608  gen_acc=0.631  loc_acc=0.914  loss=12.4529
[ 362/600]  edit_acc=0.610  gen_acc=0.633  loc_acc=0.914  loss=15.2204
[ 364/600]  edit_acc=0.613  gen_acc=0.629  loc_acc=0.915  loss=18.0684
[ 366/600]  edit_acc=0.612  gen_acc=0.631  loc_acc=0.915  loss=10.7933
[ 368/600]  edit_acc=0.611  gen_acc=0.633  loc_acc=0.916  loss=17.2207
[ 370/600]  edit_acc=0.611  gen_acc=0.632  loc_acc=0.916  loss=11.2869
[ 372/600]  edit_acc=0.613  gen_acc=0.634  loc_acc=0.917  loss=11.5242
[ 374/600]  edit_acc=0.612  gen_acc=0.636  loc_acc=0.917  loss=11.2662
[ 376/600]  edit_acc=0.614  gen_acc=0.638  loc_acc=0.915  loss=15.8756
[ 378/600]  edit_acc=0.611  gen_acc=0.640  loc_acc=0.915  loss=18.4854
[ 380/600]  edit_acc=0.613  gen_acc=0.642  loc_acc=0.916  loss=15.7609
[ 382/600]  edit_acc=0.613  gen_acc=0.639  loc_acc=0.916  loss=11.2915
[ 384/600]  edit_acc=0.612  gen_acc=0.638  loc_acc=0.917  loss=17.2182
[ 386/600]  edit_acc=0.614  gen_acc=0.637  loc_acc=0.917  loss=15.1489
[ 388/600]  edit_acc=0.616  gen_acc=0.637  loc_acc=0.918  loss=15.9446
[ 390/600]  edit_acc=0.615  gen_acc=0.638  loc_acc=0.918  loss=16.9595
[ 392/600]  edit_acc=0.617  gen_acc=0.638  loc_acc=0.918  loss=11.5622
[ 394/600]  edit_acc=0.619  gen_acc=0.640  loc_acc=0.919  loss=16.7363
[ 396/600]  edit_acc=0.619  gen_acc=0.636  loc_acc=0.919  loss=11.4309
[ 398/600]  edit_acc=0.621  gen_acc=0.638  loc_acc=0.920  loss=18.4922
[ 400/600]  edit_acc=0.623  gen_acc=0.637  loc_acc=0.920  loss=11.8624
[ 402/600]  edit_acc=0.619  gen_acc=0.634  loc_acc=0.918  loss=10.5166
[ 404/600]  edit_acc=0.621  gen_acc=0.634  loc_acc=0.918  loss=11.5866
[ 406/600]  edit_acc=0.623  gen_acc=0.631  loc_acc=0.919  loss=10.8645
[ 408/600]  edit_acc=0.625  gen_acc=0.627  loc_acc=0.919  loss=11.0784
[ 410/600]  edit_acc=0.627  gen_acc=0.627  loc_acc=0.917  loss=11.1621
[ 412/600]  edit_acc=0.626  gen_acc=0.626  loc_acc=0.917  loss=11.5154
[ 414/600]  edit_acc=0.623  gen_acc=0.626  loc_acc=0.918  loss=16.5347
[ 416/600]  edit_acc=0.625  gen_acc=0.625  loc_acc=0.918  loss=17.2627
[ 418/600]  edit_acc=0.622  gen_acc=0.624  loc_acc=0.919  loss=12.4746
[ 420/600]  edit_acc=0.621  gen_acc=0.624  loc_acc=0.917  loss=11.0717
[ 422/600]  edit_acc=0.623  gen_acc=0.623  loc_acc=0.917  loss=11.4442
[ 424/600]  edit_acc=0.620  gen_acc=0.620  loc_acc=0.915  loss=12.2065
[ 426/600]  edit_acc=0.622  gen_acc=0.622  loc_acc=0.915  loss=16.0791
[ 428/600]  edit_acc=0.624  gen_acc=0.624  loc_acc=0.916  loss=16.9336
[ 430/600]  edit_acc=0.626  gen_acc=0.623  loc_acc=0.916  loss=12.2987
[ 432/600]  edit_acc=0.623  gen_acc=0.623  loc_acc=0.914  loss=11.2003
[ 434/600]  edit_acc=0.622  gen_acc=0.624  loc_acc=0.912  loss=12.5204
[ 436/600]  edit_acc=0.624  gen_acc=0.624  loc_acc=0.913  loss=17.1261
[ 438/600]  edit_acc=0.623  gen_acc=0.626  loc_acc=0.913  loss=10.6559
[ 440/600]  edit_acc=0.623  gen_acc=0.627  loc_acc=0.914  loss=11.8327
[ 442/600]  edit_acc=0.624  gen_acc=0.627  loc_acc=0.914  loss=17.2607
[ 444/600]  edit_acc=0.626  gen_acc=0.628  loc_acc=0.914  loss=15.2841
[ 446/600]  edit_acc=0.626  gen_acc=0.628  loc_acc=0.915  loss=17.1008
[ 448/600]  edit_acc=0.625  gen_acc=0.629  loc_acc=0.913  loss=11.4849
[ 450/600]  edit_acc=0.627  gen_acc=0.631  loc_acc=0.913  loss=11.5177
[ 452/600]  edit_acc=0.624  gen_acc=0.631  loc_acc=0.912  loss=12.5999
[ 454/600]  edit_acc=0.626  gen_acc=0.630  loc_acc=0.912  loss=16.5127
[ 456/600]  edit_acc=0.623  gen_acc=0.629  loc_acc=0.912  loss=18.3135
[ 458/600]  edit_acc=0.622  gen_acc=0.629  loc_acc=0.913  loss=15.9236
[ 460/600]  edit_acc=0.622  gen_acc=0.630  loc_acc=0.913  loss=17.4391
[ 462/600]  edit_acc=0.623  gen_acc=0.632  loc_acc=0.913  loss=11.4124
[ 464/600]  edit_acc=0.625  gen_acc=0.631  loc_acc=0.914  loss=10.7777
[ 466/600]  edit_acc=0.622  gen_acc=0.631  loc_acc=0.914  loss=12.3043
[ 468/600]  edit_acc=0.620  gen_acc=0.630  loc_acc=0.915  loss=11.6147
[ 470/600]  edit_acc=0.619  gen_acc=0.630  loc_acc=0.915  loss=17.1947
[ 472/600]  edit_acc=0.619  gen_acc=0.629  loc_acc=0.915  loss=15.8866
[ 474/600]  edit_acc=0.620  gen_acc=0.627  loc_acc=0.916  loss=17.6535
[ 476/600]  edit_acc=0.622  gen_acc=0.628  loc_acc=0.916  loss=15.6651
[ 478/600]  edit_acc=0.621  gen_acc=0.628  loc_acc=0.914  loss=11.8316
[ 480/600]  edit_acc=0.619  gen_acc=0.625  loc_acc=0.912  loss=17.5134
[ 482/600]  edit_acc=0.618  gen_acc=0.624  loc_acc=0.913  loss=11.4897
[ 484/600]  edit_acc=0.620  gen_acc=0.626  loc_acc=0.913  loss=16.9174
[ 486/600]  edit_acc=0.621  gen_acc=0.626  loc_acc=0.914  loss=12.5087
[ 488/600]  edit_acc=0.621  gen_acc=0.627  loc_acc=0.914  loss=17.8485
[ 490/600]  edit_acc=0.620  gen_acc=0.627  loc_acc=0.914  loss=18.1425
[ 492/600]  edit_acc=0.622  gen_acc=0.628  loc_acc=0.911  loss=17.0194
[ 494/600]  edit_acc=0.623  gen_acc=0.628  loc_acc=0.911  loss=17.0768
[ 496/600]  edit_acc=0.625  gen_acc=0.629  loc_acc=0.911  loss=17.3934
[ 498/600]  edit_acc=0.627  gen_acc=0.629  loc_acc=0.910  loss=15.5778
[ 500/600]  edit_acc=0.628  gen_acc=0.630  loc_acc=0.910  loss=11.6869
[ 502/600]  edit_acc=0.627  gen_acc=0.631  loc_acc=0.910  loss=11.6967
[ 504/600]  edit_acc=0.627  gen_acc=0.631  loc_acc=0.911  loss=11.3193
[ 506/600]  edit_acc=0.626  gen_acc=0.632  loc_acc=0.911  loss=10.7656
[ 508/600]  edit_acc=0.624  gen_acc=0.632  loc_acc=0.909  loss=17.5830
[ 510/600]  edit_acc=0.625  gen_acc=0.629  loc_acc=0.910  loss=18.4609
[ 512/600]  edit_acc=0.627  gen_acc=0.631  loc_acc=0.910  loss=16.9033
[ 514/600]  edit_acc=0.628  gen_acc=0.630  loc_acc=0.911  loss=11.1766
[ 516/600]  edit_acc=0.626  gen_acc=0.628  loc_acc=0.909  loss=10.9420
[ 518/600]  edit_acc=0.625  gen_acc=0.629  loc_acc=0.909  loss=17.3524
[ 520/600]  edit_acc=0.625  gen_acc=0.629  loc_acc=0.910  loss=16.8360
[ 522/600]  edit_acc=0.625  gen_acc=0.628  loc_acc=0.910  loss=11.6990
[ 524/600]  edit_acc=0.624  gen_acc=0.626  loc_acc=0.910  loss=11.5378
[ 526/600]  edit_acc=0.624  gen_acc=0.624  loc_acc=0.911  loss=18.2535
[ 528/600]  edit_acc=0.625  gen_acc=0.623  loc_acc=0.911  loss=15.7838
[ 530/600]  edit_acc=0.625  gen_acc=0.623  loc_acc=0.911  loss=11.1233
[ 532/600]  edit_acc=0.626  gen_acc=0.622  loc_acc=0.910  loss=11.2399
[ 534/600]  edit_acc=0.625  gen_acc=0.624  loc_acc=0.908  loss=15.7411
[ 536/600]  edit_acc=0.627  gen_acc=0.623  loc_acc=0.909  loss=16.6362
[ 538/600]  edit_acc=0.626  gen_acc=0.621  loc_acc=0.907  loss=10.9742
[ 540/600]  edit_acc=0.628  gen_acc=0.620  loc_acc=0.907  loss=11.4952
[ 542/600]  edit_acc=0.629  gen_acc=0.622  loc_acc=0.906  loss=16.1965
[ 544/600]  edit_acc=0.629  gen_acc=0.619  loc_acc=0.906  loss=18.6501
[ 546/600]  edit_acc=0.630  gen_acc=0.619  loc_acc=0.903  loss=15.7759
[ 548/600]  edit_acc=0.631  gen_acc=0.620  loc_acc=0.903  loss=15.9302
[ 550/600]  edit_acc=0.633  gen_acc=0.620  loc_acc=0.904  loss=17.3332
[ 552/600]  edit_acc=0.634  gen_acc=0.620  loc_acc=0.904  loss=12.6827
[ 554/600]  edit_acc=0.634  gen_acc=0.621  loc_acc=0.904  loss=11.4507
[ 556/600]  edit_acc=0.633  gen_acc=0.619  loc_acc=0.905  loss=11.5490
[ 558/600]  edit_acc=0.634  gen_acc=0.618  loc_acc=0.905  loss=17.3066
[ 560/600]  edit_acc=0.636  gen_acc=0.620  loc_acc=0.904  loss=11.6994
[ 562/600]  edit_acc=0.635  gen_acc=0.621  loc_acc=0.904  loss=11.5727
[ 564/600]  edit_acc=0.637  gen_acc=0.622  loc_acc=0.904  loss=17.1687
[ 566/600]  edit_acc=0.636  gen_acc=0.624  loc_acc=0.905  loss=16.9658
[ 568/600]  edit_acc=0.636  gen_acc=0.625  loc_acc=0.905  loss=11.1495
[ 570/600]  edit_acc=0.635  gen_acc=0.626  loc_acc=0.905  loss=11.6836
[ 572/600]  edit_acc=0.635  gen_acc=0.624  loc_acc=0.906  loss=10.4787
